Event,Fight
UFC on FUEL TV: Barao vs McDonald,Renan Barao vs. Michael McDonald
UFC on FUEL TV: Barao vs McDonald,Cub Swanson vs. Dustin Poirier
UFC on FUEL TV: Barao vs McDonald,Jimi Manuwa vs. Cyrille Diabate
UFC on FUEL TV: Barao vs McDonald,Gunnar Nelson vs. Jorge Santiago
UFC on FUEL TV: Barao vs McDonald,James Te Huna vs. Ryan Jimmo
UFC on FUEL TV: Barao vs McDonald,Che Mills vs. Matthew Riddle
UFC on FUEL TV: Barao vs McDonald,Renee Forte vs. Terry Etim
UFC on FUEL TV: Barao vs McDonald,Danny Castillo vs. Paul Sass
UFC on FUEL TV: Barao vs McDonald,Andy Ogle vs. Josh Grispi
UFC on FUEL TV: Barao vs McDonald,Tom Watson vs. Stanislav Nedkov
UFC on FUEL TV: Barao vs McDonald,Vaughan Lee vs. Motonobu Tezuka
UFC on FUEL TV: Barao vs McDonald,Phil Harris vs. Ulysses Gomez
UFC 156: Aldo vs Edgar,Jose Aldo vs. Frankie Edgar
UFC 156: Aldo vs Edgar,Rogerio Nogueira vs. Rashad Evans
UFC 156: Aldo vs Edgar,Antonio Silva vs. Alistair Overeem
UFC 156: Aldo vs Edgar,Demian Maia vs. Jon Fitch
UFC 156: Aldo vs Edgar,Joseph Benavidez vs. Ian McCall
UFC 156: Aldo vs Edgar,Evan Dunham vs. Gleison Tibau
UFC 156: Aldo vs Edgar,Tyron Woodley vs. Jay Hieron
UFC 156: Aldo vs Edgar,Bobby Green vs. Jacob Volkmann
UFC 156: Aldo vs Edgar,Isaac Vallie-Flagg vs. Yves Edwards
UFC 156: Aldo vs Edgar,Dustin Kimura vs. Chico Camus
UFC 156: Aldo vs Edgar,Francisco Rivera vs. Edwin Figueroa
UFC on FOX: Johnson vs Dodson,Demetrious Johnson vs. John Dodson
UFC on FOX: Johnson vs Dodson,Glover Teixeira vs. Quinton Jackson
UFC on FOX: Johnson vs Dodson,Anthony Pettis vs. Donald Cerrone
UFC on FOX: Johnson vs Dodson,Ricardo Lamas vs. Erik Koch
UFC on FOX: Johnson vs Dodson,TJ Grant vs. Matt Wiman
UFC on FOX: Johnson vs Dodson,Clay Guida vs. Hatsu Hioki
UFC on FOX: Johnson vs Dodson,Pascal Krauss vs. Mike Stumpf
UFC on FOX: Johnson vs Dodson,Ryan Bader vs. Vladimir Matyushenko
UFC on FOX: Johnson vs Dodson,Shawn Jordan vs. Mike Russow
UFC on FOX: Johnson vs Dodson,Rafael Natal vs. Sean Spencer
UFC on FOX: Johnson vs Dodson,David Mitchell vs. Simeon Thoresen
UFC on FX: Belfort vs Bisping,Vitor Belfort vs. Michael Bisping
UFC on FX: Belfort vs Bisping,CB Dollaway vs. Daniel Sarafian
UFC on FX: Belfort vs Bisping,Gabriel Gonzaga vs. Ben Rothwell
UFC on FX: Belfort vs Bisping,Khabib Nurmagomedov vs. Thiago Tavares
UFC on FX: Belfort vs Bisping,Godofredo Pepey vs. Milton Vieira
UFC on FX: Belfort vs Bisping,Ronny Markes vs. Andrew Craig
UFC on FX: Belfort vs Bisping,Nik Lentz vs. Diego Nunes
UFC on FX: Belfort vs Bisping,Edson Barboza vs. Lucas Martins
UFC on FX: Belfort vs Bisping,Iuri Alcantara vs. Pedro Nobre
UFC on FX: Belfort vs Bisping,Ildemar Alcantara vs. Wagner Prado
UFC on FX: Belfort vs Bisping,Francisco Trinaldo vs. CJ Keith
UFC 155: Dos Santos vs Velasquez II,Cain Velasquez vs. Junior Dos Santos
UFC 155: Dos Santos vs Velasquez II,Jim Miller vs. Joe Lauzon
UFC 155: Dos Santos vs Velasquez II,Constantinos Philippou vs. Tim Boetsch
UFC 155: Dos Santos vs Velasquez II,Yushin Okami vs. Alan Belcher
UFC 155: Dos Santos vs Velasquez II,Derek Brunson vs. Chris Leben
UFC 155: Dos Santos vs Velasquez II,Eddie Wineland vs. Brad Pickett
UFC 155: Dos Santos vs Velasquez II,Erik Perez vs. Byron Bloodworth
UFC 155: Dos Santos vs Velasquez II,Jamie Varner vs. Melvin Guillard
UFC 155: Dos Santos vs Velasquez II,Myles Jury vs. Michael Johnson
UFC 155: Dos Santos vs Velasquez II,Todd Duffee vs. Philip De Fries
UFC 155: Dos Santos vs Velasquez II,Max Holloway vs. Leonard Garcia
UFC 155: Dos Santos vs Velasquez II,John Moraga vs. Chris Cariaso
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Roy Nelson vs. Matt Mitrione
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Colton Smith vs. Mike Ricci
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Pat Barry vs. Shane del Rosario
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Dustin Poirier vs. Jonathan Brookins
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Mike Pyle vs. James Head
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Johnny Bedford vs. Marcos Vinicius
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Rustam Khabilov vs. Vinc Pichel
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,TJ Waldburger vs. Nick Catone
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Hugo Viana vs. Reuben Duran
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Mike Rio vs. John Cofer
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Tim Elliott vs. Jared Papazian
UFC on FX: Sotiropoulos vs Pearson,Ross Pearson vs. George Sotiropoulos
UFC on FX: Sotiropoulos vs Pearson,Robert Whittaker vs. Brad Scott
UFC on FX: Sotiropoulos vs Pearson,Norman Parke vs. Colin Fletcher
UFC on FX: Sotiropoulos vs Pearson,Hector Lombard vs. Rousimar Palhares
UFC on FX: Sotiropoulos vs Pearson,Chad Mendes vs. Yaotzin Meza
UFC on FX: Sotiropoulos vs Pearson,Igor Pokrajac vs. Joey Beltran
UFC on FX: Sotiropoulos vs Pearson,Mike Pierce vs. Seth Baczynski
UFC on FX: Sotiropoulos vs Pearson,Ben Alloway vs. Manuel Rodriguez
UFC on FX: Sotiropoulos vs Pearson,Mike Wilkinson vs. Brendan Loughnane
UFC on FX: Sotiropoulos vs Pearson,Cody Donovan vs. Nick Penner
UFC on FOX: Henderson vs Diaz,Benson Henderson vs. Nate Diaz
UFC on FOX: Henderson vs Diaz,Alexander Gustafsson vs. Mauricio Rua
UFC on FOX: Henderson vs Diaz,Rory MacDonald vs. BJ Penn
UFC on FOX: Henderson vs Diaz,Matt Brown vs. Mike Swick
UFC on FOX: Henderson vs Diaz,Yves Edwards vs. Jeremy Stephens
UFC on FOX: Henderson vs Diaz,Raphael Assuncao vs. Mike Easton
UFC on FOX: Henderson vs Diaz,Ramsey Nijem vs. Joe Proctor
UFC on FOX: Henderson vs Diaz,Daron Cruickshank vs. Henry Martinez
UFC on FOX: Henderson vs Diaz,Abel Trujillo vs. Marcus LeVesseur
UFC on FOX: Henderson vs Diaz,Dennis Siver vs. Nam Phan
UFC on FOX: Henderson vs Diaz,Scott Jorgensen vs. John Albert
UFC 154: St-Pierre vs Condit,Georges St-Pierre vs. Carlos Condit
UFC 154: St-Pierre vs Condit,Johny Hendricks vs. Martin Kampmann
UFC 154: St-Pierre vs Condit,Francis Carmont vs. Tom Lawlor
UFC 154: St-Pierre vs Condit,Rafael Dos Anjos vs. Mark Bocek
UFC 154: St-Pierre vs Condit,Pablo Garza vs. Mark Hominick
UFC 154: St-Pierre vs Condit,Patrick Cote vs. Alessio Sakara
UFC 154: St-Pierre vs Condit,Cyrille Diabate vs. Chad Griggs
UFC 154: St-Pierre vs Condit,John Makdessi vs. Sam Stout
UFC 154: St-Pierre vs Condit,Antonio Carvalho vs. Rodrigo Damm
UFC 154: St-Pierre vs Condit,Matthew Riddle vs. John Maguire
UFC 154: St-Pierre vs Condit,Ivan Menjivar vs. Azamat Gashimov
UFC 154: St-Pierre vs Condit,Darren Elkins vs. Steven Siler
UFC Macao: Franklin vs Le,Cung Le vs. Rich Franklin
UFC Macao: Franklin vs Le,Thiago Silva vs. Stanislav Nedkov
UFC Macao: Franklin vs Le,Dong Hyun Kim vs. Paulo Thiago
UFC Macao: Franklin vs Le,Takanori Gomi vs. Mac Danzig
UFC Macao: Franklin vs Le,Jon Tuck vs. Zhang Tiequan
UFC Macao: Franklin vs Le,Takeya Mizugaki vs. Jeff Hougland
UFC Macao: Franklin vs Le,Alex Caceres vs. Motonobu Tezuka
UFC Macao: Franklin vs Le,John Lineker vs. Yasuhiro Urushitani
UFC Macao: Franklin vs Le,Riki Fukuda vs. Tom DeBlass
UFC 153: Silva vs Bonnar,Anderson Silva vs. Stephan Bonnar
UFC 153: Silva vs Bonnar,Antonio Rodrigo Nogueira vs. Dave Herman
UFC 153: Silva vs Bonnar,Glover Teixeira vs. Fabio Maldonado
UFC 153: Silva vs Bonnar,Jon Fitch vs. Erick Silva
UFC 153: Silva vs Bonnar,Phil Davis vs. Wagner Prado
UFC 153: Silva vs Bonnar,Demian Maia vs. Rick Story
UFC 153: Silva vs Bonnar,Rony Jason vs. Sam Sicilia
UFC 153: Silva vs Bonnar,Gleison Tibau vs. Francisco Trinaldo
UFC 153: Silva vs Bonnar,Diego Brandao vs. Joey Gambino
UFC 153: Silva vs Bonnar,Sergio Moraes vs. Renee Forte
UFC 153: Silva vs Bonnar,Chris Camozzi vs. Luiz Cane
UFC 153: Silva vs Bonnar,Cristiano Marcello vs. Reza Madadi
UFC on FX: Browne vs Bigfoot,Antonio Silva vs. Travis Browne
UFC on FX: Browne vs Bigfoot,Jake Ellenberger vs. Jay Hieron
UFC on FX: Browne vs Bigfoot,John Dodson vs. Jussier Formiga
UFC on FX: Browne vs Bigfoot,Justin Edwards vs. Josh Neer
UFC on FX: Browne vs Bigfoot,Michael Johnson vs. Danny Castillo
UFC on FX: Browne vs Bigfoot,Mike Pierce vs. Aaron Simpson
UFC on FX: Browne vs Bigfoot,Marcus LeVesseur vs. Carlo Prater
UFC on FX: Browne vs Bigfoot,Jacob Volkmann vs. Shane Roller
UFC on FX: Browne vs Bigfoot,Diego Nunes vs. Bart Palaszewski
UFC on FX: Browne vs Bigfoot,Darren Uyenoyama vs. Phil Harris
UFC on FUEL TV: Struve vs Miocic,Stefan Struve vs. Stipe Miocic
UFC on FUEL TV: Struve vs Miocic,Dan Hardy vs. Amir Sadollah
UFC on FUEL TV: Struve vs Miocic,Brad Pickett vs. Yves Jabouin
UFC on FUEL TV: Struve vs Miocic,Matt Wiman vs. Paul Sass
UFC on FUEL TV: Struve vs Miocic,John Hathaway vs. John Maguire
UFC on FUEL TV: Struve vs Miocic,Che Mills vs. Duane Ludwig
UFC on FUEL TV: Struve vs Miocic,Jimi Manuwa vs. Kyle Kingsbury
UFC on FUEL TV: Struve vs Miocic,Akira Corassani vs. Andy Ogle
UFC on FUEL TV: Struve vs Miocic,Brad Tavares vs. Tom Watson
UFC on FUEL TV: Struve vs Miocic,Gunnar Nelson vs. DaMarques Johnson
UFC on FUEL TV: Struve vs Miocic,Robert Peralta vs. Jason Young
UFC 152: Jones vs Belfort,Jon Jones vs. Vitor Belfort
UFC 152: Jones vs Belfort,Demetrious Johnson vs. Joseph Benavidez
UFC 152: Jones vs Belfort,Michael Bisping vs. Brian Stann
UFC 152: Jones vs Belfort,Matt Hamill vs. Roger Hollett
UFC 152: Jones vs Belfort,Cub Swanson vs. Charles Oliveira
UFC 152: Jones vs Belfort,Vinny Magalhaes vs. Igor Pokrajac
UFC 152: Jones vs Belfort,TJ Grant vs. Evan Dunham
UFC 152: Jones vs Belfort,Sean Pierson vs. Lance Benoist
UFC 152: Jones vs Belfort,Marcus Brimage vs. Jimy Hettes
UFC 152: Jones vs Belfort,Seth Baczynski vs. Simeon Thoresen
UFC 152: Jones vs Belfort,Mitch Gagnon vs. Walel Watson
UFC 152: Jones vs Belfort,Kyle Noke vs. Charlie Brenneman
UFC 150: Henderson vs Edgar II,Benson Henderson vs. Frankie Edgar
UFC 150: Henderson vs Edgar II,Donald Cerrone vs. Melvin Guillard
UFC 150: Henderson vs Edgar II,Jake Shields vs. Ed Herman
UFC 150: Henderson vs Edgar II,Yushin Okami vs. Buddy Roberts
UFC 150: Henderson vs Edgar II,Max Holloway vs. Justin Lawrence
UFC 150: Henderson vs Edgar II,Dennis Bermudez vs. Tommy Hayden
UFC 150: Henderson vs Edgar II,Michael Kuiper vs. Jared Hamman
UFC 150: Henderson vs Edgar II,Erik Perez vs. Ken Stone
UFC 150: Henderson vs Edgar II,Chico Camus vs. Dustin Pague
UFC 150: Henderson vs Edgar II,Nik Lentz vs. Eiji Mitsuoka
UFC on FOX: Shogun vs Vera,Mauricio Rua vs. Brandon Vera
UFC on FOX: Shogun vs Vera,Lyoto Machida vs. Ryan Bader
UFC on FOX: Shogun vs Vera,Joe Lauzon vs. Jamie Varner
UFC on FOX: Shogun vs Vera,Mike Swick vs. DaMarques Johnson
UFC on FOX: Shogun vs Vera,Nam Phan vs. Cole Miller
UFC on FOX: Shogun vs Vera,Phil Davis vs. Wagner Prado
UFC on FOX: Shogun vs Vera,Rani Yahya vs. Josh Grispi
UFC on FOX: Shogun vs Vera,Philip De Fries vs. Oli Thompson
UFC on FOX: Shogun vs Vera,Manvel Gamburyan vs. Michihiro Omigawa
UFC on FOX: Shogun vs Vera,John Moraga vs. Ulysses Gomez
UFC 149: Faber vs Barao,Renan Barao vs. Urijah Faber
UFC 149: Faber vs Barao,Tim Boetsch vs. Hector Lombard
UFC 149: Faber vs Barao,Cheick Kongo vs. Shawn Jordan
UFC 149: Faber vs Barao,James Head vs. Brian Ebersole
UFC 149: Faber vs Barao,Chris Clements vs. Matthew Riddle
UFC 149: Faber vs Barao,Nick Ring vs. Court McGee
UFC 149: Faber vs Barao,Roland Delorme vs. Francisco Rivera
UFC 149: Faber vs Barao,Ryan Jimmo vs. Anthony Perosh
UFC 149: Faber vs Barao,Bryan Caraway vs. Mitch Gagnon
UFC 149: Faber vs Barao,Antonio Carvalho vs. Daniel Pineda
UFC 149: Faber vs Barao,Anton Kuivanen vs. Mitch Clarke
UFC on FUEL TV: Munoz vs Weidman,Chris Weidman vs. Mark Munoz
UFC on FUEL TV: Munoz vs Weidman,James Te Huna vs. Joey Beltran
UFC on FUEL TV: Munoz vs Weidman,Aaron Simpson vs. Kenny Robertson
UFC on FUEL TV: Munoz vs Weidman,Francis Carmont vs. Karlos Vemola
UFC on FUEL TV: Munoz vs Weidman,TJ Dillashaw vs. Vaughan Lee
UFC on FUEL TV: Munoz vs Weidman,Rafael Dos Anjos vs. Anthony Njokuani
UFC on FUEL TV: Munoz vs Weidman,Alex Caceres vs. Damacio Page
UFC on FUEL TV: Munoz vs Weidman,Chris Cariaso vs. Josh Ferguson
UFC on FUEL TV: Munoz vs Weidman,Andrew Craig vs. Rafael Natal
UFC on FUEL TV: Munoz vs Weidman,Marcelo Guimaraes vs. Dan Stittgen
UFC on FUEL TV: Munoz vs Weidman,Raphael Assuncao vs. Issei Tamura
UFC 148: Silva vs Sonnen 2,Anderson Silva vs. Chael Sonnen
UFC 148: Silva vs Sonnen 2,Forrest Griffin vs. Tito Ortiz
UFC 148: Silva vs Sonnen 2,Cung Le vs. Patrick Cote
UFC 148: Silva vs Sonnen 2,Demian Maia vs. Dong Hyun Kim
UFC 148: Silva vs Sonnen 2,Chad Mendes vs. Cody McKenzie
UFC 148: Silva vs Sonnen 2,Mike Easton vs. Ivan Menjivar
UFC 148: Silva vs Sonnen 2,Melvin Guillard vs. Fabricio Camoes
UFC 148: Silva vs Sonnen 2,Khabib Nurmagomedov vs. Gleison Tibau
UFC 148: Silva vs Sonnen 2,Constantinos Philippou vs. Riki Fukuda
UFC 148: Silva vs Sonnen 2,Shane Roller vs. John Alessio
UFC 148: Silva vs Sonnen 2,Rafaello Oliveira vs. Yoislandy Izquierdo
UFC 147: Silva vs Franklin 2,Rich Franklin vs. Wanderlei Silva
UFC 147: Silva vs Franklin 2,Cezar Ferreira vs. Sergio Moraes
UFC 147: Silva vs Franklin 2,Rony Jason vs. Godofredo Pepey
UFC 147: Silva vs Franklin 2,Fabricio Werdum vs. Mike Russow
UFC 147: Silva vs Franklin 2,Hacran Dias vs. Iuri Alcantara
UFC 147: Silva vs Franklin 2,Rodrigo Damm vs. Anistavio Medeiros
UFC 147: Silva vs Franklin 2,Francisco Trinaldo vs. Delson Heleno
UFC 147: Silva vs Franklin 2,Hugo Viana vs. John Teixeira
UFC 147: Silva vs Franklin 2,Thiago Perpetuo vs. Leonardo Mafra
UFC 147: Silva vs Franklin 2,Marcos Vinicius vs. Wagner Campos
UFC 147: Silva vs Franklin 2,Felipe Arantes vs. Milton Vieira
UFC on FX: Maynard vs Guida,Gray Maynard vs. Clay Guida
UFC on FX: Maynard vs Guida,Sam Stout vs. Spencer Fisher
UFC on FX: Maynard vs Guida,Brian Ebersole vs. TJ Waldburger
UFC on FX: Maynard vs Guida,Cub Swanson vs. Ross Pearson
UFC on FX: Maynard vs Guida,Ricardo Lamas vs. Hatsu Hioki
UFC on FX: Maynard vs Guida,Ramsey Nijem vs. CJ Keith
UFC on FX: Maynard vs Guida,Rick Story vs. Brock Jardine
UFC on FX: Maynard vs Guida,Steven Siler vs. Joey Gambino
UFC on FX: Maynard vs Guida,Chris Camozzi vs. Nick Catone
UFC on FX: Maynard vs Guida,Matt Brown vs. Luis Ramos
UFC on FX: Maynard vs Guida,Dan Miller vs. Ricardo Funch
UFC on FX: Maynard vs Guida,Ken Stone vs. Dustin Pague
UFC on FX: Johnson vs McCall,Demetrious Johnson vs. Ian McCall
UFC on FX: Johnson vs McCall,Erick Silva vs. Charlie Brenneman
UFC on FX: Johnson vs McCall,Mike Pyle vs. Josh Neer
UFC on FX: Johnson vs McCall,Eddie Wineland vs. Scott Jorgensen
UFC on FX: Johnson vs McCall,Mike Pierce vs. Carlos Eduardo Rocha
UFC on FX: Johnson vs McCall,Seth Baczynski vs. Lance Benoist
UFC on FX: Johnson vs McCall,Matt Grice vs. Leonard Garcia
UFC on FX: Johnson vs McCall,Dustin Pague vs. Jared Papazian
UFC on FX: Johnson vs McCall,Tim Means vs. Justin Salas
UFC on FX: Johnson vs McCall,Buddy Roberts vs. Caio Magalhaes
UFC on FX: Johnson vs McCall,Henry Martinez vs. Bernardo Magalhaes
UFC on FX: Johnson vs McCall,Sean Pierson vs. Jake Hecht
The Ultimate Fighter: Live Finale,Martin Kampmann vs. Jake Ellenberger
The Ultimate Fighter: Live Finale,Michael Chiesa vs. Al Iaquinta
The Ultimate Fighter: Live Finale,Charles Oliveira vs. Jonathan Brookins
The Ultimate Fighter: Live Finale,Max Holloway vs. Pat Schilling
The Ultimate Fighter: Live Finale,Justin Lawrence vs. John Cofer
The Ultimate Fighter: Live Finale,Daron Cruickshank vs. Chris Tickle
The Ultimate Fighter: Live Finale,Myles Jury vs. Chris Saunders
The Ultimate Fighter: Live Finale,Sam Sicilia vs. Cristiano Marcello
The Ultimate Fighter: Live Finale,Joe Proctor vs. Jeremy Larsen
The Ultimate Fighter: Live Finale,Erik Perez vs. John Albert
UFC 146: Dos Santos vs Mir,Junior Dos Santos vs. Frank Mir
UFC 146: Dos Santos vs Mir,Cain Velasquez vs. Antonio Silva
UFC 146: Dos Santos vs Mir,Roy Nelson vs. Dave Herman
UFC 146: Dos Santos vs Mir,Stipe Miocic vs. Shane del Rosario
UFC 146: Dos Santos vs Mir,Stefan Struve vs. Lavar Johnson
UFC 146: Dos Santos vs Mir,Darren Elkins vs. Diego Brandao
UFC 146: Dos Santos vs Mir,Jamie Varner vs. Edson Barboza
UFC 146: Dos Santos vs Mir,CB Dollaway vs. Jason Miller
UFC 146: Dos Santos vs Mir,Dan Hardy vs. Duane Ludwig
UFC 146: Dos Santos vs Mir,Paul Sass vs. Jacob Volkmann
UFC 146: Dos Santos vs Mir,Glover Teixeira vs. Kyle Kingsbury
UFC 146: Dos Santos vs Mir,Mike Brown vs. Daniel Pineda
UFC on FUEL TV: Korean Zombie vs Poirier,Chan Sung Jung vs. Dustin Poirier
UFC on FUEL TV: Korean Zombie vs Poirier,Amir Sadollah vs. Jorge Lopez
UFC on FUEL TV: Korean Zombie vs Poirier,Donald Cerrone vs. Jeremy Stephens
UFC on FUEL TV: Korean Zombie vs Poirier,Yves Jabouin vs. Jeff Hougland
UFC on FUEL TV: Korean Zombie vs Poirier,Igor Pokrajac vs. Fabio Maldonado
UFC on FUEL TV: Korean Zombie vs Poirier,Tom Lawlor vs. Jason MacDonald
UFC on FUEL TV: Korean Zombie vs Poirier,Brad Tavares vs. Dongi Yang
UFC on FUEL TV: Korean Zombie vs Poirier,Cody McKenzie vs. Marcus LeVesseur
UFC on FUEL TV: Korean Zombie vs Poirier,TJ Grant vs. Carlo Prater
UFC on FUEL TV: Korean Zombie vs Poirier,Rafael Dos Anjos vs. Kamal Shalorus
UFC on FUEL TV: Korean Zombie vs Poirier,Johnny Eduardo vs. Jeff Curran
UFC on FUEL TV: Korean Zombie vs Poirier,Francisco Rivera vs. Alex Soto
UFC on FOX: Diaz vs Miller,Nate Diaz vs. Jim Miller
UFC on FOX: Diaz vs Miller,Johny Hendricks vs. Josh Koscheck
UFC on FOX: Diaz vs Miller,Alan Belcher vs. Rousimar Palhares
UFC on FOX: Diaz vs Miller,Lavar Johnson vs. Pat Barry
UFC on FOX: Diaz vs Miller,Michael Johnson vs. Tony Ferguson
UFC on FOX: Diaz vs Miller,John Dodson vs. Tim Elliott
UFC on FOX: Diaz vs Miller,John Hathaway vs. Pascal Krauss
UFC on FOX: Diaz vs Miller,Louis Gaudinot vs. John Lineker
UFC on FOX: Diaz vs Miller,Danny Castillo vs. John Cholish
UFC on FOX: Diaz vs Miller,Dennis Bermudez vs. Pablo Garza
UFC on FOX: Diaz vs Miller,Roland Delorme vs. Nick Denis
UFC on FOX: Diaz vs Miller,Karlos Vemola vs. Mike Massenzio
UFC 145: Jones vs Evans,Jon Jones vs. Rashad Evans
UFC 145: Jones vs Evans,Rory MacDonald vs. Che Mills
UFC 145: Jones vs Evans,Ben Rothwell vs. Brendan Schaub
UFC 145: Jones vs Evans,Michael McDonald vs. Miguel Torres
UFC 145: Jones vs Evans,Eddie Yagin vs. Mark Hominick
UFC 145: Jones vs Evans,Mark Bocek vs. John Alessio
UFC 145: Jones vs Evans,Travis Browne vs. Chad Griggs
UFC 145: Jones vs Evans,Matt Brown vs. Stephen Thompson
UFC 145: Jones vs Evans,Anthony Njokuani vs. John Makdessi
UFC 145: Jones vs Evans,Mac Danzig vs. Efrain Escudero
UFC 145: Jones vs Evans,Chris Clements vs. Keith Wisniewski
UFC 145: Jones vs Evans,Marcus Brimage vs. Maximo Blanco
UFC on FUEL TV: Gustafsson vs Silva,Alexander Gustafsson vs. Thiago Silva
UFC on FUEL TV: Gustafsson vs Silva,Brian Stann vs. Alessio Sakara
UFC on FUEL TV: Gustafsson vs Silva,Siyar Bahadurzada vs. Paulo Thiago
UFC on FUEL TV: Gustafsson vs Silva,Dennis Siver vs. Diego Nunes
UFC on FUEL TV: Gustafsson vs Silva,John Maguire vs. DaMarques Johnson
UFC on FUEL TV: Gustafsson vs Silva,Brad Pickett vs. Damacio Page
UFC on FUEL TV: Gustafsson vs Silva,James Head vs. Papy Abedi
UFC on FUEL TV: Gustafsson vs Silva,Cyrille Diabate vs. Tom DeBlass
UFC on FUEL TV: Gustafsson vs Silva,Francis Carmont vs. Magnus Cedenblad
UFC on FUEL TV: Gustafsson vs Silva,Reza Madadi vs. Yoislandy Izquierdo
UFC on FUEL TV: Gustafsson vs Silva,Simeon Thoresen vs. Besam Yousef
UFC on FUEL TV: Gustafsson vs Silva,Jason Young vs. Eric Wisely
UFC on FX: Alves vs Kampmann,Martin Kampmann vs. Thiago Alves
UFC on FX: Alves vs Kampmann,Joseph Benavidez vs. Yasuhiro Urushitani
UFC on FX: Alves vs Kampmann,Demetrious Johnson vs. Ian McCall
UFC on FX: Alves vs Kampmann,Constantinos Philippou vs. Court McGee
UFC on FX: Alves vs Kampmann,James Te Huna vs. Aaron Rosa
UFC on FX: Alves vs Kampmann,Anthony Perosh vs. Nick Penner
UFC on FX: Alves vs Kampmann,Steven Siler vs. Cole Miller
UFC on FX: Alves vs Kampmann,Andrew Craig vs. Kyle Noke
UFC on FX: Alves vs Kampmann,TJ Waldburger vs. Jake Hecht
UFC on FX: Alves vs Kampmann,Daniel Pineda vs. Mackens Semerzier
UFC on FX: Alves vs Kampmann,Shawn Jordan vs. Oli Thompson
UFC 144: Edgar vs Henderson,Benson Henderson vs. Frankie Edgar
UFC 144: Edgar vs Henderson,Ryan Bader vs. Quinton Jackson
UFC 144: Edgar vs Henderson,Mark Hunt vs. Cheick Kongo
UFC 144: Edgar vs Henderson,Jake Shields vs. Yoshihiro Akiyama
UFC 144: Edgar vs Henderson,Tim Boetsch vs. Yushin Okami
UFC 144: Edgar vs Henderson,Hatsu Hioki vs. Bart Palaszewski
UFC 144: Edgar vs Henderson,Anthony Pettis vs. Joe Lauzon
UFC 144: Edgar vs Henderson,Takanori Gomi vs. Eiji Mitsuoka
UFC 144: Edgar vs Henderson,Vaughan Lee vs. Norifumi Yamamoto
UFC 144: Edgar vs Henderson,Riki Fukuda vs. Steve Cantwell
UFC 144: Edgar vs Henderson,Chris Cariaso vs. Takeya Mizugaki
UFC 144: Edgar vs Henderson,Issei Tamura vs. Zhang Tiequan
UFC on FUEL TV: Sanchez vs Ellenberger,Jake Ellenberger vs. Diego Sanchez
UFC on FUEL TV: Sanchez vs Ellenberger,Stefan Struve vs. Dave Herman
UFC on FUEL TV: Sanchez vs Ellenberger,Ronny Markes vs. Aaron Simpson
UFC on FUEL TV: Sanchez vs Ellenberger,Stipe Miocic vs. Philip De Fries
UFC on FUEL TV: Sanchez vs Ellenberger,TJ Dillashaw vs. Walel Watson
UFC on FUEL TV: Sanchez vs Ellenberger,Ivan Menjivar vs. John Albert
