EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS
UFC 276: Adesanya vs. Cannonier,Jessica Eye vs. Maycee Barber,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Sal D'amato 28 - 29.Ron McCarthy 28 - 29.Adalaide Byrd 27 - 30.
UFC 276: Adesanya vs. Cannonier,Jessica-Rose Clark vs. Julija Stoliarenko,L/W,Women's Bantamweight Bout,Submission ,1,0:42,3 Rnd (5-5-5),Chris Tognoni,Armbar From Side Control 
UFC Fight Night: Tsarukyan vs. Gamrot,Arman Tsarukyan vs. Mateusz Gamrot,L/W,Lightweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Sal D'amato 47 - 48.Chris Lee 47 - 48.Ron McCarthy 47 - 48.
UFC Fight Night: Tsarukyan vs. Gamrot,Neil Magny vs. Shavkat Rakhmonov,L/W,Welterweight Bout,Submission ,2,4:58,3 Rnd (5-5-5),Chris Tognoni,Guillotine Choke On Ground 
UFC Fight Night: Tsarukyan vs. Gamrot,Josh Parisian vs. Alan Baudot,W/L,Heavyweight Bout,KO/TKO ,2,3:04,3 Rnd (5-5-5),Mark Smith,Punches to Head From Back Control 
UFC Fight Night: Tsarukyan vs. Gamrot,Thiago Moises vs. Christos Giagos,W/L,Lightweight Bout,Submission ,1,3:05,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke 
UFC Fight Night: Tsarukyan vs. Gamrot,Nate Maness vs. Umar Nurmagomedov,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Chris Lee 25 - 30.Tony Weeks 26 - 30.Junichiro Kamijo 27 - 30.
UFC Fight Night: Tsarukyan vs. Gamrot,Chris Curtis vs. Rodolfo Vieira,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Chris Lee 28 - 29.Anthony Maness 28 - 29.Junichiro Kamijo 28 - 29.
UFC Fight Night: Tsarukyan vs. Gamrot,Carlos Ulberg vs. Tafon Nchukwi,W/L,Light Heavyweight Bout,KO/TKO ,1,1:15,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance 
UFC Fight Night: Tsarukyan vs. Gamrot,Shayilan Nuerdanbieke vs. TJ Brown,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Sal D'amato 28 - 29.Ron McCarthy 28 - 29.Adalaide Byrd 28 - 29.
UFC Fight Night: Tsarukyan vs. Gamrot,Raulian Paiva vs. Sergey Morozov,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Chris Lee 28 - 29.Junichiro Kamijo 28 - 29.Tony Weeks 28 - 29.
UFC Fight Night: Tsarukyan vs. Gamrot,JP Buys vs. Cody Durden,L/W,Flyweight Bout,KO/TKO ,1,1:08,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance 
UFC Fight Night: Tsarukyan vs. Gamrot,Brian Kelleher vs. Mario Bautista,L/W,Bantamweight Bout,Submission ,1,2:27,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke 
UFC Fight Night: Tsarukyan vs. Gamrot,Vanessa Demopoulos vs. Jinh Yu Frey,W/L,Women's Strawweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Ron McCarthy 28 - 29.Sal D'amato 29 - 28.Jerin Valel 27 - 30.
UFC Fight Night: Kattar vs. Emmett,Calvin Kattar vs. Josh Emmett,L/W,Featherweight Bout,Decision - Split ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Chris Lee 47 - 48.Doug Crosby 48 - 47.Sal D'amato 47 - 48.
UFC Fight Night: Kattar vs. Emmett,Tim Means vs. Kevin Holland,L/W,Welterweight Bout,Submission ,2,1:28,3 Rnd (5-5-5),Kerry Hatley,D'Arce Choke On Ground 
UFC Fight Night: Kattar vs. Emmett,Joaquin Buckley vs. Albert Duraev,W/L,Middleweight Bout,TKO - Doctor's Stoppage ,2,5:00,3 Rnd (5-5-5),Jacob Montalvo,
UFC Fight Night: Kattar vs. Emmett,Damir Ismagulov vs. Guram Kutateladze,W/L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Doug Crosby 29 - 28.Chris Lee 28 - 29.Jason Stafin 27 - 30.
UFC Fight Night: Kattar vs. Emmett,Julian Marquez vs. Gregory Rodrigues,L/W,Middleweight Bout,KO/TKO ,1,3:18,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance 
UFC Fight Night: Kattar vs. Emmett,Adrian Yanez vs. Tony Kelley,W/L,Bantamweight Bout,KO/TKO ,1,3:49,3 Rnd (5-5-5),Kerry Hatley,Punches to Head At Distance 
UFC Fight Night: Kattar vs. Emmett,Jasmine Jasudavicius vs. Natalia Silva,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Chris Lee 26 - 30.Joel Ojeda 27 - 30.Jon Schorle 27 - 30.
UFC Fight Night: Kattar vs. Emmett,Court McGee vs. Jeremiah Wells,L/W,Welterweight Bout,KO/TKO ,1,1:34,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance 
UFC Fight Night: Kattar vs. Emmett,Ricardo Ramos vs. Danny Chavez,W/L,Featherweight Bout,KO/TKO ,1,1:12,3 Rnd (5-5-5),Mike Beltran,Spinning Back Elbow to Head At Distance 
UFC Fight Night: Kattar vs. Emmett,Maria Oliveira vs. Gloria de Paula,W/L,Women's Strawweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Chris Lee 28 - 29.Jon Schorle 29 - 28.Joel Ojeda 28 - 29.
UFC Fight Night: Kattar vs. Emmett,Eddie Wineland vs. Cody Stamann,L/W,Bantamweight Bout,KO/TKO ,1,0:59,3 Rnd (5-5-5),Jacob Montalvo,Punches to Head At Distance 
UFC Fight Night: Kattar vs. Emmett,Phil Hawes vs. Deron Winn,W/L,Middleweight Bout,KO/TKO ,2,4:25,3 Rnd (5-5-5),Herb Dean,Elbows to Head At Distance 
UFC Fight Night: Kattar vs. Emmett,Roman Dolidze vs. Kyle Daukaus,W/L,Middleweight Bout,KO/TKO ,1,1:13,3 Rnd (5-5-5),Mike Beltran,Knee to Head In Clinch 
UFC 275: Teixeira vs. Prochazka,Glover Teixeira vs. Jiri Prochazka,L/W,UFC Light Heavyweight Title Bout,Submission ,5,4:32,5 Rnd (5-5-5-5-5),Marc Goddard,Rear Naked Choke 
UFC 275: Teixeira vs. Prochazka,Valentina Shevchenko vs. Taila Santos,W/L,UFC Women's Flyweight Title Bout,Decision - Split ,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Howard Hughes 47 - 48.David Lethaby 48 - 47.Clemens Werner 46 - 49.
UFC 275: Teixeira vs. Prochazka,Zhang Weili vs. Joanna Jedrzejczyk,W/L,Women's Strawweight Bout,KO/TKO ,2,2:28,3 Rnd (5-5-5),Marc Goddard,Spinning Back Fist Head 
UFC 275: Teixeira vs. Prochazka,Andre Fialho vs. Jake Matthews,L/W,Welterweight Bout,KO/TKO ,2,2:24,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance 
UFC 275: Teixeira vs. Prochazka,Jack Della Maddalena vs. Ramazan Emeev,W/L,Welterweight Bout,KO/TKO ,1,2:32,3 Rnd (5-5-5),John Sharp,Punch to Body At Distance 
UFC 275: Teixeira vs. Prochazka,SeungWoo Choi vs. Josh Culibao,L/W,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Steve Perceval,Evan Field 28 - 29.Anthony Dimitriou 29 - 28.Howard Hughes 28 - 29.
UFC 275: Teixeira vs. Prochazka,Maheshate vs. Steve Garcia,W/L,Lightweight Bout,KO/TKO ,1,1:14,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance 
UFC 275: Teixeira vs. Prochazka,Brendan Allen vs. Jacob Malkoun,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Evan Field 28 - 29.Garth Harriman 28 - 29.Howard Hughes 28 - 29.
UFC 275: Teixeira vs. Prochazka,Kyung Ho Kang vs. Danaa Batgerel,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Thomas Fan,Ben Cartlidge 28 - 29.Anthony Dimitriou 28 - 29.Howard Hughes 28 - 29.
UFC 275: Teixeira vs. Prochazka,Na Liang vs. Silvana Gomez Juarez,L/W,Women's Strawweight Bout,KO/TKO ,1,1:22,3 Rnd (5-5-5),Steve Perceval,Punches to Head At Distance 
UFC 275: Teixeira vs. Prochazka,Ramona Pascual vs. Joselyne Edwards,L/W,Women's Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John Sharp,Anthony Dimitriou 27 - 30.Ben Cartlidge 28 - 29.Clemens Werner 28 - 29.
UFC Fight Night: Volkov vs. Rozenstruik,Alexander Volkov vs. Jairzinho Rozenstruik,W/L,Heavyweight Bout,KO/TKO ,1,2:12,5 Rnd (5-5-5-5-5),Herb Dean,Punches to Head At Distance 
UFC Fight Night: Volkov vs. Rozenstruik,Dan Ige vs. Movsar Evloev,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Doug Crosby 26 - 30.Mike Bell 27 - 30.Junichiro Kamijo 27 - 30.
UFC Fight Night: Volkov vs. Rozenstruik,Michael Trizano vs. Lucas Almeida,L/W,Featherweight Bout,KO/TKO ,3,0:55,3 Rnd (5-5-5),Mark Smith,Punches to Head From Half Guard 
UFC Fight Night: Volkov vs. Rozenstruik,Karine Silva vs. Poliana Botelho,W/L,Women's Flyweight Bout,Submission ,1,4:55,3 Rnd (5-5-5),Chris Tognoni,D'Arce Choke On Ground 
UFC Fight Night: Volkov vs. Rozenstruik,Ode Osbourne vs. Zarrukh Adashev,W/L,Flyweight Bout,KO/TKO ,1,1:01,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance 
UFC Fight Night: Volkov vs. Rozenstruik,Alonzo Menifield vs. Askar Mozharov,W/L,Light Heavyweight Bout,KO/TKO ,1,4:40,3 Rnd (5-5-5),Herb Dean,Elbows to Head From Crucifix 
UFC Fight Night: Volkov vs. Rozenstruik,Felice Herrig vs. Karolina Kowalkiewicz,L/W,Women's Strawweight Bout,Submission ,2,4:01,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke 
UFC Fight Night: Volkov vs. Rozenstruik,Joe Solecki vs. Alex Da Silva,W/L,Lightweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Adalaide Byrd 28 - 28.Derek Cleary 27 - 28.Sal D'amato 27 - 29.
UFC Fight Night: Volkov vs. Rozenstruik,Damon Jackson vs. Daniel Argueta,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Chris Lee 27 - 30.Anthony Maness 27 - 30.Mike Bell 28 - 29.
UFC Fight Night: Volkov vs. Rozenstruik,Niklas Stolze vs. Benoit Saint Denis,L/W,Lightweight Bout,Submission ,2,1:32,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke 
UFC Fight Night: Volkov vs. Rozenstruik,Johnny Munoz vs. Tony Gravely,L/W,Bantamweight Bout,KO/TKO ,1,1:08,3 Rnd (5-5-5),Chris Tognoni,Punch to Head In Clinch 
UFC Fight Night: Volkov vs. Rozenstruik,Jeff Molina vs. Zhalgas Zhumagulov,W/L,Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 28 - 29.Mike Bell 29 - 28.Anthony Maness 27 - 30.
UFC Fight Night: Volkov vs. Rozenstruik,Rinat Fakhretdinov vs. Andreas Michailidis,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Tony Weeks 26 - 30.Chris Lee 26 - 30.Doug Crosby 27 - 30.
UFC Fight Night: Volkov vs. Rozenstruik,Erin Blanchfield vs. JJ Aldrich,W/L,Women's Flyweight Bout,Submission ,2,2:38,3 Rnd (5-5-5),Chris Tognoni,Guillotine Choke Standing 
UFC Fight Night: Holm vs. Vieira,Holly Holm vs. Ketlen Vieira,L/W,Women's Bantamweight Bout,Decision - Split ,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Mike Bell 47 - 48.Sal D'amato 48 - 47.Derek Cleary 47 - 48.
UFC Fight Night: Holm vs. Vieira,Santiago Ponzinibbio vs. Michel Pereira,L/W,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 28 - 29.Ron McCarthy 27 - 30.Junichiro Kamijo 29 - 28.
UFC Fight Night: Holm vs. Vieira,Chidi Njokuani vs. Dusko Todorovic,W/L,Middleweight Bout,KO/TKO ,1,4:48,3 Rnd (5-5-5),Mark Smith,Elbow to Head In Clinch 
UFC Fight Night: Holm vs. Vieira,Polyana Viana vs. Tabatha Ricci,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29.Ron McCarthy 28 - 29.Adalaide Byrd 28 - 29.
UFC Fight Night: Holm vs. Vieira,Eryk Anders vs. Junyong Park,L/W,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Anthony Maness 28 - 29.Mike Bell 29 - 28.Sal D'amato 28 - 29.
UFC Fight Night: Holm vs. Vieira,Joseph Holmes vs. Alen Amedovski,W/L,Middleweight Bout,Submission ,1,1:04,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke 
UFC Fight Night: Holm vs. Vieira,Jailton Almeida vs. Parker Porter,W/L,Heavyweight Bout,Submission ,1,4:35,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke 
UFC Fight Night: Holm vs. Vieira,Omar Morales vs. Uros Medic,L/W,Lightweight Bout,KO/TKO ,2,3:05,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance 
UFC Fight Night: Holm vs. Vieira,Jonathan Martinez vs. Vince Morales,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 27 - 30.Ron McCarthy 27 - 30.Anthony Maness 27 - 30.
UFC Fight Night: Holm vs. Vieira,Chase Hooper vs. Felipe Colares,W/L,Featherweight Bout,KO/TKO ,3,3:00,3 Rnd (5-5-5),Mark Smith,Punches to Head From Back Control 
UFC Fight Night: Holm vs. Vieira,Elise Reed vs. Sam Hughes,L/W,Women's Strawweight Bout,KO/TKO ,3,3:52,3 Rnd (5-5-5),Chris Tognoni,Elbows to Head From Mount 
UFC Fight Night: Blachowicz vs. Rakic,Jan Blachowicz vs. Aleksandar Rakic,W/L,Light Heavyweight Bout,KO/TKO ,3,1:11,5 Rnd (5-5-5-5-5),Mark Smith,toInjury
UFC Fight Night: Blachowicz vs. Rakic,Ryan Spann vs. Ion Cutelaba,W/L,Light Heavyweight Bout,Submission ,1,2:22,3 Rnd (5-5-5),Herb Dean,Guillotine Choke Standing 
UFC Fight Night: Blachowicz vs. Rakic,Davey Grant vs. Louis Smolka,W/L,Bantamweight Bout,KO/TKO ,3,0:49,3 Rnd (5-5-5),Mike Beltran,Punches to Head On Ground 
UFC Fight Night: Blachowicz vs. Rakic,Katlyn Chookagian vs. Amanda Ribas,W/L,Women's Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Sal D'amato 28 - 29.Derek Cleary 29 - 28.Junichiro Kamijo 28 - 29.
UFC Fight Night: Blachowicz vs. Rakic,Frank Camacho vs. Manuel Torres,L/W,Lightweight Bout,KO/TKO ,1,3:27,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance 
UFC Fight Night: Blachowicz vs. Rakic,Jake Hadley vs. Allan Nascimento,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Sal D'amato 27 - 30.Ron McCarthy 27 - 30.Adalaide Byrd 27 - 30.
UFC Fight Night: Blachowicz vs. Rakic,Viviane Araujo vs. Andrea Lee,W/L,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary 28 - 29.Sal D'amato 27 - 29.Junichiro Kamijo 27 - 29.
UFC Fight Night: Blachowicz vs. Rakic,Michael Johnson vs. Alan Patrick,W/L,Lightweight Bout,KO/TKO ,2,3:22,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance 
UFC Fight Night: Blachowicz vs. Rakic,Virna Jandiroba vs. Angela Hill,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 27 - 30.Chris Lee 27 - 30.Junichiro Kamijo 27 - 30.
UFC Fight Night: Blachowicz vs. Rakic,Tatsuro Taira vs. Carlos Candelario,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Derek Cleary 26 - 30.Ron McCarthy 27 - 30.Adalaide Byrd 27 - 30.
