EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS
UFC 212: Aldo vs. Holloway,Viviane Pereira vs. Jamie Moyle,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Fabio Alves 28 - 29.Jeff Mullen 27 - 30.Derek Cleary 27 - 30.
UFC 212: Aldo vs. Holloway,Luan Chagas vs. Jim Wallhead,W/L,Welterweight Bout,Submission ,2,4:48,3 Rnd (5-5-5),Eduardo Herdy,Rear Naked Choke 
UFC 212: Aldo vs. Holloway,Marco Beltran vs. Deiveson Figueiredo,L/W,Flyweight Bout,KO/TKO ,2,5:00,3 Rnd (5-5-5),Osiris Maia,toReferee stoppage between rounds
UFC Fight Night: Gustafsson vs. Teixeira,Alexander Gustafsson vs. Glover Teixeira,W/L,Light Heavyweight Bout,KO/TKO ,5,1:07,5 Rnd (5-5-5-5-5),Marc Goddard,Punches to Head At Distance 
UFC Fight Night: Gustafsson vs. Teixeira,Volkan Oezdemir vs. Misha Cirkunov,W/L,Light Heavyweight Bout,KO/TKO ,1,0:28,3 Rnd (5-5-5),Kevin Sataki,Punch to Head In Clinch 
UFC Fight Night: Gustafsson vs. Teixeira,Peter Sobotta vs. Ben Saunders,W/L,Welterweight Bout,KO/TKO ,2,2:29,3 Rnd (5-5-5),Neil Hall,Knee to Head In Clinch 
UFC Fight Night: Gustafsson vs. Teixeira,Abdul Razak Alhassan vs. Omari Akhmedov,L/W,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Bobby Rehman,Mans Nilsson 27 - 30.Jorgen Segerlind 29 - 28.Andy Roberts 27 - 30.
UFC Fight Night: Gustafsson vs. Teixeira,Oliver Enkamp vs. Nordine Taleb,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Andy Roberts 27 - 30.Jorgen Segerlind 27 - 30.Anders Ohlsson 28 - 29.
UFC Fight Night: Gustafsson vs. Teixeira,Jack Hermansson vs. Alex Nicholson,W/L,Middleweight Bout,KO/TKO ,1,2:00,3 Rnd (5-5-5),Bobby Rehman,Punches to Head From Back Control 
UFC Fight Night: Gustafsson vs. Teixeira,Pedro Munhoz vs. Damian Stasiak,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Neil Hall,Anders Ohlsson 27 - 30.Mans Nilsson 27 - 29.Andy Roberts 28 - 29.
UFC Fight Night: Gustafsson vs. Teixeira,Trevor Smith vs. Chris Camozzi,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Sataki,Jorgen Segerlind 27 - 30.Ben Cartlidge 26 - 30.Andreas Gruner 26 - 30.
UFC Fight Night: Gustafsson vs. Teixeira,Reza Madadi vs. Joaquim Silva,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mans Nilsson 28 - 29.Andreas Gruner 29 - 28.Andy Roberts 28 - 29.
UFC Fight Night: Gustafsson vs. Teixeira,Nicholas Musoke vs. Bojan Velickovic,L/W,Welterweight Bout,KO/TKO ,3,4:37,3 Rnd (5-5-5),Kevin Sataki,Punch to Head At Distance 
UFC Fight Night: Gustafsson vs. Teixeira,Darren Till vs. Jessin Ayari,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Neil Hall,Ben Cartlidge 27 - 30.Anders Ohlsson 27 - 30.Mans Nilsson 27 - 29.
UFC Fight Night: Gustafsson vs. Teixeira,Marcin Held vs. Damir Hadzovic,L/W,Lightweight Bout,KO/TKO ,3,0:07,3 Rnd (5-5-5),Bobby Rehman,Knee to Head At Distance 
UFC 211: Miocic vs. Dos Santos,Stipe Miocic vs. Junior Dos Santos,W/L,UFC Heavyweight Title Bout,KO/TKO ,1,2:22,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head In Clinch 
UFC 211: Miocic vs. Dos Santos,Joanna Jedrzejczyk vs. Jessica Andrade,W/L,UFC Women's Strawweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Jacob Montalvo,Jeff Mullen 45 - 50.Sal D'amato 44 - 50.Troy Wincapaw 45 - 50.
UFC 211: Miocic vs. Dos Santos,Demian Maia vs. Jorge Masvidal,W/L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Jeff Mullen 28 - 29.Aladin Martinez 29 - 28.Sal D'amato 28 - 29.
UFC 211: Miocic vs. Dos Santos,Frankie Edgar vs. Yair Rodriguez,W/L,Featherweight Bout,TKO - Doctor's Stoppage ,2,5:00,3 Rnd (5-5-5),Chris Reed,Eye Injury
UFC 211: Miocic vs. Dos Santos,Krzysztof Jotko vs. David Branch,L/W,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Don Turnage,Jeff Mullen 28 - 29.Chris Reed 29 - 28.Troy Wincapaw 28 - 29.
UFC 211: Miocic vs. Dos Santos,Eddie Alvarez vs. Dustin Poirier,NC/NC,Lightweight Bout,Could Not Continue ,2,4:02,3 Rnd (5-5-5),Herb Dean,Illegal Knees by Alvarez
UFC 211: Miocic vs. Dos Santos,Chas Skelly vs. Jason Knight,L/W,Featherweight Bout,KO/TKO ,3,0:39,3 Rnd (5-5-5),Jacob Montalvo,Punch to Head At Distance 
UFC 211: Miocic vs. Dos Santos,Chase Sherman vs. Rashad Coulter,W/L,Heavyweight Bout,KO/TKO ,2,3:36,3 Rnd (5-5-5),Jacob Montalvo,Elbow to Head In Clinch 
UFC 211: Miocic vs. Dos Santos,James Vick vs. Marco Polo Reyes,W/L,Lightweight Bout,KO/TKO ,1,2:39,3 Rnd (5-5-5),Don Turnage,Punch to Head At Distance 
UFC 211: Miocic vs. Dos Santos,Jessica Aguilar vs. Cortney Casey,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Dan Mathisen 27 - 30.Chris Reed 27 - 30.Aladin Martinez 27 - 30.
UFC 211: Miocic vs. Dos Santos,Gabriel Benitez vs. Enrique Barzola,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Dan Mathisen 28 - 29.Chris Reed 28 - 29.Aladin Martinez 28 - 29.
UFC 211: Miocic vs. Dos Santos,Joachim Christensen vs. Gadzhimurad Antigulov,L/W,Light Heavyweight Bout,Submission ,1,2:21,3 Rnd (5-5-5),Don Turnage,Rear Naked Choke 
UFC Fight Night: Swanson vs. Lobov,Cub Swanson vs. Artem Lobov,W/L,Featherweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 46 - 49.Chris Lee 46 - 49.Jeff Mullen 45 - 50.
UFC Fight Night: Swanson vs. Lobov,Al Iaquinta vs. Diego Sanchez,W/L,Lightweight Bout,KO/TKO ,1,1:38,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance 
UFC Fight Night: Swanson vs. Lobov,Ovince Saint Preux vs. Marcos Rogerio de Lima,W/L,Light Heavyweight Bout,Submission ,2,2:11,3 Rnd (5-5-5),Dan Miragliotta,Von Flue Choke From Half Guard 
UFC Fight Night: Swanson vs. Lobov,John Dodson vs. Eddie Wineland,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Anthony Maness 28 - 29.Roy Silbert 27 - 30.Eric Colon 27 - 30.
UFC Fight Night: Swanson vs. Lobov,Joe Lauzon vs. Stevie Ray,L/W,Lightweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Chris Lee 27 - 28.Jeff Mullen 27 - 29.Dave Tirelli 28 - 28.
UFC Fight Night: Swanson vs. Lobov,Jake Ellenberger vs. Mike Perry,L/W,Welterweight Bout,KO/TKO ,2,1:05,3 Rnd (5-5-5),Josh Ward,Elbow to Head In Clinch 
UFC Fight Night: Swanson vs. Lobov,Thales Leites vs. Sam Alvey,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Chris Lee 27 - 30.Dave Tirelli 27 - 30.Anthony Maness 27 - 30.
UFC Fight Night: Swanson vs. Lobov,Dustin Ortiz vs. Brandon Moreno,L/W,Flyweight Bout,Submission ,2,4:06,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke 
UFC Fight Night: Swanson vs. Lobov,Scott Holtzman vs. Michael McBride,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 27 - 30.Dave Tirelli 27 - 30.Chris Lee 26 - 30.
UFC Fight Night: Swanson vs. Lobov,Jessica Penne vs. Danielle Taylor,L/W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Eric Colon 28 - 29.Jeff Mullen 28 - 29.Roy Silbert 28 - 29.
UFC Fight Night: Swanson vs. Lobov,Alexis Davis vs. Cindy Dandois,W/L,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Lee 28 - 29.Jeff Mullen 28 - 29.Roy Silbert 28 - 29.
UFC Fight Night: Swanson vs. Lobov,Bryan Barberena vs. Joe Proctor,W/L,Welterweight Bout,KO/TKO ,1,3:30,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance 
UFC Fight Night: Swanson vs. Lobov,Hector Sandoval vs. Matt Schnell,W/L,Flyweight Bout,KO/TKO ,1,4:24,3 Rnd (5-5-5),Josh Ward,Punch to Head From Guard 
UFC on FOX: Johnson vs. Reis,Demetrious Johnson vs. Wilson Reis,W/L,UFC Flyweight Title Bout,Submission ,3,4:49,5 Rnd (5-5-5-5-5),Dan Miragliotta,Armbar From Mount 
UFC on FOX: Johnson vs. Reis,Rose Namajunas vs. Michelle Waterson,W/L,Women's Strawweight Bout,Submission ,2,2:47,3 Rnd (5-5-5),Keith Peterson,Rear Naked Choke 
UFC on FOX: Johnson vs. Reis,Jacare Souza vs. Robert Whittaker,L/W,Middleweight Bout,KO/TKO ,2,3:28,3 Rnd (5-5-5),Mario Yamasaki,Kick to Head At Distance 
UFC on FOX: Johnson vs. Reis,Jeremy Stephens vs. Renato Moicano,L/W,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mike England,Tony Weeks 28 - 29.Marcos Rosales 29 - 28.Brian Puccillo 28 - 29.
UFC on FOX: Johnson vs. Reis,Alexander Volkov vs. Roy Nelson,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Henry Guery 27 - 30.Rob Francis 27 - 30.Sal D'amato 27 - 30.
UFC on FOX: Johnson vs. Reis,Patrick Williams vs. Tom Duquesnoy,L/W,Bantamweight Bout,KO/TKO ,2,0:28,3 Rnd (5-5-5),Keith Peterson,Elbows to Head In Clinch 
UFC on FOX: Johnson vs. Reis,Bobby Green vs. Rashid Magomedov,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Brian Puccillo 28 - 29.Rob Francis 29 - 28.Cardo Urso 28 - 29.
UFC on FOX: Johnson vs. Reis,Louis Smolka vs. Tim Elliott,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike England,Marcos Rosales 27 - 30.Henry Guery 27 - 30.Tony Weeks 27 - 30.
UFC on FOX: Johnson vs. Reis,Aljamain Sterling vs. Augusto Mendes,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Cardo Urso 28 - 29.Sal D'amato 28 - 29.Marcos Rosales 28 - 29.
UFC on FOX: Johnson vs. Reis,Devin Clark vs. Jake Collier,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Rob Francis 27 - 30.Cardo Urso 27 - 30.Sal D'amato 26 - 30.
UFC on FOX: Johnson vs. Reis,Anthony Smith vs. Andrew Sanchez,W/L,Middleweight Bout,KO/TKO ,3,3:52,3 Rnd (5-5-5),Keith Peterson,Kick to Head At Distance 
UFC on FOX: Johnson vs. Reis,Zak Cummings vs. Nathan Coy,W/L,Welterweight Bout,Submission ,1,4:21,3 Rnd (5-5-5),Mike England,Guillotine Choke After Drop to Ground 
UFC on FOX: Johnson vs. Reis,Ashlee Evans-Smith vs. Ketlen Vieira,L/W,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,28 - 29.28 - 29.27 - 30.
UFC 210: Cormier vs. Johnson 2,Daniel Cormier vs. Anthony Johnson,W/L,UFC Light Heavyweight Title Bout,Submission ,2,3:37,5 Rnd (5-5-5-5-5),John McCarthy,Rear Naked Choke 
UFC 210: Cormier vs. Johnson 2,Chris Weidman vs. Gegard Mousasi,L/W,Middleweight Bout,KO/TKO ,2,3:13,3 Rnd (5-5-5),Dan Miragliotta,Knee to Head In Clinch 
UFC 210: Cormier vs. Johnson 2,Cynthia Calvillo vs. Pearl Gonzalez,W/L,Women's Strawweight Bout,Submission ,3,3:45,3 Rnd (5-5-5),Keith Peterson,Rear Naked Choke 
UFC 210: Cormier vs. Johnson 2,Thiago Alves vs. Patrick Cote,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Jeff Mullen 27 - 30.Sal D'amato 27 - 30.Derek Cleary 27 - 30.
UFC 210: Cormier vs. Johnson 2,Will Brooks vs. Charles Oliveira,L/W,Lightweight Bout,Submission ,1,2:30,3 Rnd (5-5-5),John McCarthy,Rear Naked Choke 
UFC 210: Cormier vs. Johnson 2,Myles Jury vs. Mike de la Torre,W/L,Featherweight Bout,KO/TKO ,1,3:30,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head From Back Control 
UFC 210: Cormier vs. Johnson 2,Kamaru Usman vs. Sean Strickland,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 27 - 30.Jeff Mullen 26 - 30.Dave Tirelli 26 - 30.
UFC 210: Cormier vs. Johnson 2,Shane Burgos vs. Charles Rosa,W/L,Featherweight Bout,KO/TKO ,3,1:59,3 Rnd (5-5-5),Todd Ronald Anderson,Punch to Head In Clinch 
UFC 210: Cormier vs. Johnson 2,Patrick Cummins vs. Jan Blachowicz,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Doug Crosby 28 - 28.
UFC 210: Cormier vs. Johnson 2,Gregor Gillespie vs. Andrew Holbrook,W/L,Lightweight Bout,KO/TKO ,1,0:21,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance 
UFC 210: Cormier vs. Johnson 2,Josh Emmett vs. Desmond Green,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Eric Colon 29 - 28.Doug Crosby 28 - 29.Sal D'amato 27 - 30.
UFC 210: Cormier vs. Johnson 2,Katlyn Chookagian vs. Irene Aldana,W/L,Women's Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Jeff Mullen 28 - 29.Eric Colon 28 - 29.Derek Cleary 29 - 28.
UFC 210: Cormier vs. Johnson 2,Jenel Lausa vs. Bibulatov Magomed,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Jeff Mullen 26 - 29.Eric Colon 26 - 29.Derek Cleary 26 - 29.
UFC Fight Night: Manuwa vs. Anderson,Jimi Manuwa vs. Corey Anderson,W/L,Light Heavyweight Bout,KO/TKO ,1,3:05,3 Rnd (5-5-5),Leon Roberts,Punch to Head At Distance 
UFC Fight Night: Manuwa vs. Anderson,Gunnar Nelson vs. Alan Jouban,W/L,Welterweight Bout,Submission ,2,0:46,3 Rnd (5-5-5),Marc Goddard,Guillotine Choke On Ground 
UFC Fight Night: Manuwa vs. Anderson,Brad Pickett vs. Marlon Vera,L/W,Catch Weight Bout,KO/TKO ,3,3:50,3 Rnd (5-5-5),Grant Waterman,Kick to Head At Distance 
UFC Fight Night: Manuwa vs. Anderson,Arnold Allen vs. Makwan Amirkhani,W/L,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Neil Hall,Howard Hughes 29 - 28.Mark Collett 27 - 30.Paul Sutherland 27 - 30.
UFC Fight Night: Manuwa vs. Anderson,Joe Duffy vs. Reza Madadi,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 27 - 30.Pawel Harasim 27 - 30.Takeo Kobayashi 27 - 30.
UFC Fight Night: Manuwa vs. Anderson,Darren Stewart vs. Francimar Barroso,L/W,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Mark Collett 28 - 29.Howard Hughes 28 - 29.Andy Roberts 28 - 29.
UFC Fight Night: Manuwa vs. Anderson,Daniel Omielanczuk vs. Timothy Johnson,L/W,Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Pawel Harasim 29 - 28.Ben Cartlidge 27 - 30.Takeo Kobayashi 28 - 29.
UFC Fight Night: Manuwa vs. Anderson,Leon Edwards vs. Vicente Luque,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Grant Waterman,Mark Collett 28 - 29.Andy Roberts 28 - 29.Paul Sutherland 28 - 29.
UFC Fight Night: Manuwa vs. Anderson,Marc Diakiese vs. Teemu Packalen,W/L,Lightweight Bout,KO/TKO ,1,0:30,3 Rnd (5-5-5),,Punch to Head At Distance 
UFC Fight Night: Manuwa vs. Anderson,Brad Scott vs. Scott Askham,W/L,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Grant Waterman,Andy Roberts 29 - 28.Ben Cartlidge 28 - 29.Takeo Kobayashi 28 - 29.
UFC Fight Night: Manuwa vs. Anderson,Lina Lansberg vs. Lucie Pudilova,W/L,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Neil Hall,Mark Collett 28 - 29.Howard Hughes 28 - 29.Paul Sutherland 28 - 29.
UFC Fight Night: Belfort vs. Gastelum,Vitor Belfort vs. Kelvin Gastelum,NC/NC,Middleweight Bout,Overturned ,1,3:52,5 Rnd (5-5-5-5-5),John McCarthy,Failed Drug Test by Gastelum
UFC Fight Night: Belfort vs. Gastelum,Mauricio Rua vs. Gian Villante,W/L,Light Heavyweight Bout,KO/TKO ,3,0:59,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head In Clinch 
UFC Fight Night: Belfort vs. Gastelum,Edson Barboza vs. Beneil Dariush,W/L,Lightweight Bout,KO/TKO ,2,3:35,3 Rnd (5-5-5),Osiris Maia,Flying Knee Head 
UFC Fight Night: Belfort vs. Gastelum,Jussier Formiga vs. Ray Borg,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Fabio Alves 28 - 29.Tony Weeks 28 - 29.Sal D'amato 28 - 29.
UFC Fight Night: Belfort vs. Gastelum,Bethe Correia vs. Marion Reneau,D/D,Women's Bantamweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Camila Albuquerque,Marco Borges 27 - 29.Tony Weeks 28 - 28.Guilherme Bravo 28 - 28.
UFC Fight Night: Belfort vs. Gastelum,Alex Oliveira vs. Tim Means,W/L,Welterweight Bout,Submission ,2,2:38,3 Rnd (5-5-5),John McCarthy,Rear Naked Choke 
UFC Fight Night: Belfort vs. Gastelum,Francisco Trinaldo vs. Kevin Lee,L/W,Lightweight Bout,Submission ,2,3:12,3 Rnd (5-5-5),Mario Yamasaki,Rear Naked Choke 
UFC Fight Night: Belfort vs. Gastelum,Sergio Moraes vs. Davi Ramos,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Osiris Maia,Tony Weeks 27 - 30.Guilherme Bravo 27 - 30.Marco Borges 27 - 30.
UFC Fight Night: Belfort vs. Gastelum,Rani Yahya vs. Joe Soto,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Camila Albuquerque,Tony Weeks 28 - 29.Fabio Alves 27 - 29.Sal D'amato 27 - 29.
UFC Fight Night: Belfort vs. Gastelum,Michel Prazeres vs. Joshua Burkman,W/L,Lightweight Bout,Submission ,1,1:42,3 Rnd (5-5-5),John McCarthy,North-South Choke 
UFC Fight Night: Belfort vs. Gastelum,Rony Jason vs. Jeremy Kennedy,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Camila Albuquerque,Marco Borges 28 - 29.Sal D'amato 28 - 29.Fabio Alves 27 - 29.
UFC Fight Night: Belfort vs. Gastelum,Garreth McLellan vs. Paulo Costa,L/W,Middleweight Bout,KO/TKO ,1,1:17,3 Rnd (5-5-5),Osiris Maia,Punch to Head In Clinch 
UFC 209: Woodley vs. Thompson 2,Tyron Woodley vs. Stephen Thompson,W/L,UFC Welterweight Title Bout,Decision - Majority ,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,Derek Cleary 47 - 48.Sal D'amato 47 - 47.Chris Lee 47 - 48.
UFC 209: Woodley vs. Thompson 2,Lando Vannata vs. David Teymur,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Junichiro Kamijo 27 - 30.Marcos Rosales 27 - 30.Jeff Mullen 27 - 30.
UFC 209: Woodley vs. Thompson 2,Rashad Evans vs. Daniel Kelly,L/W,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),John McCarthy,Dave Hagen 28 - 29.Chris Lee 29 - 28.Derek Cleary 28 - 29.
UFC 209: Woodley vs. Thompson 2,Amanda Cooper vs. Cynthia Calvillo,L/W,Women's Strawweight Bout,Submission ,1,3:19,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke 
UFC 209: Woodley vs. Thompson 2,Alistair Overeem vs. Mark Hunt,W/L,Heavyweight Bout,KO/TKO ,3,1:44,3 Rnd (5-5-5),Marc Goddard,Knees to Head In Clinch 
UFC 209: Woodley vs. Thompson 2,Marcin Tybura vs. Luis Henrique,W/L,Heavyweight Bout,KO/TKO ,3,3:46,3 Rnd (5-5-5),Herb Dean,Punches to Head From Mount 
UFC 209: Woodley vs. Thompson 2,Mirsad Bektic vs. Darren Elkins,L/W,Featherweight Bout,KO/TKO ,3,3:19,3 Rnd (5-5-5),Chris Tognoni,Kick to Head At Distance 
UFC 209: Woodley vs. Thompson 2,Iuri Alcantara vs. Luke Sanders,W/L,Bantamweight Bout,Submission ,2,3:13,3 Rnd (5-5-5),Marc Goddard,Kneebar From Bottom 
UFC 209: Woodley vs. Thompson 2,Mark Godbeer vs. Daniel Spitz,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Dave Hagen 27 - 30.Jeff Mullen 27 - 30.Patricia Morse-Jarman 27 - 30.
UFC 209: Woodley vs. Thompson 2,Tyson Pedro vs. Paul Craig,W/L,Light Heavyweight Bout,KO/TKO ,1,4:10,3 Rnd (5-5-5),Marc Goddard,Elbows to Head From Crucifix 
UFC 209: Woodley vs. Thompson 2,Albert Morales vs. Andre Soukhamthath,W/L,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Dave Hagen 28 - 29.Patricia Morse-Jarman 29 - 28.Sal D'amato 28 - 29.
UFC Fight Night: Lewis vs. Browne,Derrick Lewis vs. Travis Browne,W/L,Heavyweight Bout,KO/TKO ,2,3:12,5 Rnd (5-5-5-5-5),Mario Yamasaki,Punch to Head At Distance 
UFC Fight Night: Lewis vs. Browne,Johny Hendricks vs. Hector Lombard,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Brad Jardine,Hubert Earle 27 - 30.Robert MacAvoy 27 - 30.Don Robinson 28 - 29.
UFC Fight Night: Lewis vs. Browne,Sam Sicilia vs. Gavin Tucker,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Cyril Desjardins,Ian Bridgeman 27 - 30.Sal D'amato 27 - 30.Craig Smith 27 - 30.
UFC Fight Night: Lewis vs. Browne,Elias Theodorou vs. Cezar Ferreira,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Robert MacAvoy 27 - 30.Don Robinson 28 - 29.Craig Smith 28 - 29.
UFC Fight Night: Lewis vs. Browne,Sara McMann vs. Gina Mazany,W/L,Women's Bantamweight Bout,Submission ,1,1:14,3 Rnd (5-5-5),Mario Yamasaki,Arm Triangle From Mount 
UFC Fight Night: Lewis vs. Browne,Paul Felder vs. Alex Ricci,W/L,Lightweight Bout,KO/TKO ,1,4:44,3 Rnd (5-5-5),Brad Jardine,Elbow to Head At Distance 
UFC Fight Night: Lewis vs. Browne,Nordine Taleb vs. Santiago Ponzinibbio,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Cyril Desjardins,Ian Bridgeman 28 - 29.Sal D'amato 28 - 29.Craig Smith 28 - 29.
UFC Fight Night: Lewis vs. Browne,Carla Esparza vs. Randa Markos,L/W,Women's Strawweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Robert MacAvoy 29 - 28.Hubert Earle 28 - 29.Don Robinson 28 - 29.
UFC Fight Night: Lewis vs. Browne,Aiemann Zahabi vs. Reginaldo Vieira,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Robert MacAvoy 27 - 30.Ian Bridgeman 28 - 29.Sal D'amato 28 - 29.
UFC Fight Night: Lewis vs. Browne,Jack Marshman vs. Thiago Santos,L/W,Middleweight Bout,KO/TKO ,2,2:21,3 Rnd (5-5-5),Brad Jardine,Kick to Head At DistanceWheel Kick
UFC Fight Night: Lewis vs. Browne,Gerald Meerschaert vs. Ryan Janes,W/L,Middleweight Bout,Submission ,1,1:34,3 Rnd (5-5-5),Keith Peterson,Armbar From Bottom 
UFC 208: Holm vs. De Randamie,Holly Holm vs. Germaine de Randamie,L/W,UFC Women's Featherweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Todd Ronald Anderson,Chris Lee 47 - 48.Sal D'amato 47 - 48.Jeff Mullen 47 - 48.
UFC 208: Holm vs. De Randamie,Anderson Silva vs. Derek Brunson,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Yves Lavigne,Doug Crosby 28 - 29.Derek Cleary 28 - 29.Eric Colon 27 - 30.
UFC 208: Holm vs. De Randamie,Jacare Souza vs. Tim Boetsch,W/L,Middleweight Bout,Submission ,1,3:41,3 Rnd (5-5-5),Dan Miragliotta,Kimura On Ground 
UFC 208: Holm vs. De Randamie,Glover Teixeira vs. Jared Cannonier,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Chris Lee 26 - 30.Sal D'amato 26 - 30.Derek Cleary 26 - 30.
UFC 208: Holm vs. De Randamie,Dustin Poirier vs. Jim Miller,W/L,Lightweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Eric Colon 28 - 28.Chris Lee 27 - 30.Derek Cleary 28 - 29.
